Disciplina,Periodo,Registro,Sexo,Programa
"CAP362 - Sistemas Estocásticos",200903,RK5LRQOCXU/2009,Masculino,PGCAP
"CAP362 - Sistemas Estocásticos",200903,598W91KCSM/2009,Masculino,PGCAP
"CAP362 - Sistemas Estocásticos",200903,4586RL84CQ/2009,Masculino,PGCAP
"CAP362 - Sistemas Estocásticos",200903,4GC0RU1JIY/2009,Masculino,PGCAP
"CAP362 - Sistemas Estocásticos",200903,62SU03JV0S/2009,Feminino,PGCAP
"CAP362 - Sistemas Estocásticos",200903,POL3R9N836/2009,Masculino,ISOLADA
"CAP362 - Sistemas Estocásticos",200903,OA300JRQ7W/2009,Masculino,ISOLADA
"CAP362 - Sistemas Estocásticos",201103,I4BQ9AZQK6/2011,Feminino,PGCAP
"CAP362 - Sistemas Estocásticos",201103,NLZE993VFA/2011,Masculino,PGCAP
"CAP362 - Sistemas Estocásticos",201203,MQ8RRAU6AA/2012,Masculino,PGCAP
"CAP362 - Sistemas Estocásticos",201503,GE8I0E21YK/2008,Masculino,ISOLADA
"CAP362 - Sistemas Estocásticos",201503,GE8I0E21YK/2016,Masculino,PGCAP
"CAP363 - Teoria da Estimação",200301,7Y4LR6GJJ6/2003,Masculino,PGCAP
"CAP363 - Teoria da Estimação",200401,21UW9KD7RA/2003,Masculino,ISOLADA
"CAP363 - Teoria da Estimação",200401,IYMB9KIZWE/2003,Feminino,PGCAP
"CAP363 - Teoria da Estimação",200401,3YWORGHUU2/2003,Masculino,ISOLADA
"CAP363 - Teoria da Estimação",200401,8VCU0HF0I4/2004,Feminino,PGCAP
"CAP363 - Teoria da Estimação",200401,96GO0Q8FOC/2004,Masculino,PGCAP
"CAP363 - Teoria da Estimação",200401,9SOC07VA0S/2004,Masculino,PGCAP
"CAP363 - Teoria da Estimação",200401,S619REOYEA/2004,Masculino,PGCAP
"CAP363 - Teoria da Estimação",200401,I40Z97QK3I/2004,Feminino,PGCAP
"CAP363 - Teoria da Estimação",200401,V1Z4IVV5RK/2004,Masculino,PGCAP
"CAP364 - Sistemas Caóticos II",200302,DB4X07IRT0/2003,Feminino,PGCAP
"CAP364 - Sistemas Caóticos II",200302,0FE30AUW9G/2003,Masculino,ISOLADA
"CAP364 - Sistemas Caóticos II",200302,OZEJI083OO/2003,Masculino,ISOLADA
"CAP364 - Sistemas Caóticos II",200302,WY2SIWONTC/2003,Masculino,ISOLADA
"CAP364 - Sistemas Caóticos II",200402,7VQ4IOTP3K/2003,Masculino,PGCAP
"CAP364 - Sistemas Caóticos II",200402,HHTB9Q3PR2/2004,Feminino,PGCAP
"CAP364 - Sistemas Caóticos II",200402,ANWF0HJ56C/2004,Masculino,PGCAP
"CAP364 - Sistemas Caóticos II",200402,R71MIGKBY8/2004,Feminino,ISOLADA
"CAP364 - Sistemas Caóticos II",200402,R71MIGKBY8/2005,Feminino,PGCAP
"CAP364 - Sistemas Caóticos II",200502,ORCK913HIE/2005,Feminino,PGCAP
"CAP364 - Sistemas Caóticos II",200502,8DG7I5MK94/2005,Masculino,PGCAP
"CAP364 - Sistemas Caóticos II",200502,9LVJI4W8Y0/2005,Feminino,PGCAP
"CAP364 - Sistemas Caóticos II",200502,TJAI0604RW/2005,Masculino,PGCAP
"CAP364 - Sistemas Caóticos II",200602,QMU3R083F6/2006,Masculino,PGCAP
"CAP364 - Sistemas Caóticos II",200703,ZOT1I0NO3C/2007,Feminino,PGCAP
"CAP364 - Sistemas Caóticos II",200703,9QAH9LEYSU/2007,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,HOWJIYQNOO/2003,Feminino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,8N5E9JNQJA/2002,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,MPJU0UTVOS/2003,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,8FB7I5VRVS/2003,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,XLJC0CVTNG/2003,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,3KRB9VKW9Q/2003,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,UUY899Y7K6/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,UUY899Y7K6/2004,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,27XO0AZ0XO/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,27XO0AZ0XO/2006,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,2U5C0SLVA4/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,3GD00A8PMK/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,INIH9BPKQ6/2003,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,D32MIASW0W/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,IHFPIL3RJS/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,SIX595V29A/2003,Feminino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,I093RLOJ76/2003,Feminino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,0J5YIWWX5S/2003,Feminino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200303,KUFJIFOL3C/2002,Masculino,PGSER
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,6MRMI5RN7K/2004,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,K6Q9RLCYWY/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,DNX7ILLTIG/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,A0J59GTRVY/2004,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,3YWORGHUU2/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,SIX595V29A/2003,Feminino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,YZY60N9IZ0/2004,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,KBCDIS1T2W/2004,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,8VCU0HF0I4/2004,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,A3S60GOP70/2004,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,SGM901B9Z8/2004,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,0XIT95L9N2/2004,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,BL7X07ZEP0/2004,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,LXT6R1K4KQ/2004,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,6BVW9FW55Y/2004,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,JJSL0RCWO4/2004,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200403,P4RLRC1YKI/2004,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,H62Q9KEV86/2003,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,55KAIV04G0/2005,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,9ARPIW2TRS/2005,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,HX86R4RJ0Q/2005,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,G7M9062LZ8/2005,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,TA2LRQ7Q1U/2005,Feminino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,OMY90FRAV8/2005,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,OMY90FRAV8/2007,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,ZZSO017HWC/2005,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,K28ORKIZQ2/2005,Feminino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200503,Y9NVIGBH9K/2005,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,5QHIRQ4B9M/2006,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,4D69R9OERM/2006,Feminino,PGSER
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,O4IGIK6HF4/2006,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,2DXH9JOB66/2006,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,L8H0RPX7WA/2006,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,5M0VII24W8/2006,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,PGXGIQUUJ4/2006,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,PGXGIQUUJ4/2008,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,QPCSIQ4J80/2006,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,QPCSIQ4J80/2010,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200603,364C0ETWJG/2006,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,O0U60B7IOC/2007,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,4CG90XB6V8/2007,Feminino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,ZDP7IRU8X4/2007,Masculino,PGCAP
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,7CWB9AHWN2/2007,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,Q9BSI9RTTC/2007,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,KZZRRHOKAA/2007,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,LAKR04AVV8/2007,Masculino,ISOLADA
"CAP365 - Paradigmas e Ferramentas de Desenvolvimento de Software",200703,LWSF0LXQ7O/2007,Masculino,ISOLADA
"CAP367 - Gestão e Simulação de Processos",200702,FAQC0MBNI4/2007,Masculino,PGCAP
"CAP367 - Gestão e Simulação de Processos",200702,N5F898YSTI/2007,Masculino,ISOLADA
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,IF4T9GJZ9Q/2007,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,BWBR0GSTV8/2007,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,ZLNAIGAJC0/2007,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,8OK1IEFZFC/2007,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,R91RRHUXRM/2006,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,XTQRRAN3MA/2006,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,ZOT1I0NO3C/2007,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,9QAH9LEYSU/2007,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,HEDR0V97CK/2007,Masculino,ISOLADA
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200701,BIU29LJ3H2/2007,Masculino,ISOLADA
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200901,AEP59WX9NY/2009,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200901,B4WH9LYSFI/2008,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200901,NR7XRF2VC2/2009,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200901,4RFUR2UYP6/2009,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",200901,BIQH98G1BI/2009,Masculino,ISOLADA
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201001,UHMRRC2SNM/2009,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201001,5GL60LX0OC/2009,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201001,M2RLRZGH8I/2010,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201001,W491IK7RY0/2010,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201001,301VILTCYW/2010,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201101,UF229X1MQE/2011,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201101,QXN6R5SC4Q/2011,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201101,VPSLRYGDB6/2011,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201201,SMU60SYHCC/2012,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201201,WRQ7IVLGZS/2012,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201302,NER0RZFJAY/2013,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201302,5PI000UZBW/2013,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201302,DCYU0BF24S/2013,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201302,WYR3RHIF76/2013,Masculino,ISOLADA
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201302,WYR3RHIF76/2015,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201401,YO1CRK6CYI/2013,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201401,X2U1I4EW60/2014,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201401,IKXRRWOESY/2014,Masculino,PGGES
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201401,N07B9Y6C4E/2014,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201401,YL7X0R0QP0/2014,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201501,GRRR0XA4DW/2015,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201501,H2VL063JK4/2015,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201501,RFGURZO9FU/2015,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201501,AL489EQLC6/2015,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201501,TA3URGKSH6/2015,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201501,TFNRRKZI2A/2015,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201601,HCLPICWINS/2016,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201601,NAVK90AG92/2016,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201601,3XDDIC9MHK/2016,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201601,EMCAI5ZVUO/2016,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201601,PT3XR0U9PE/2016,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201701,ZZTLRTZAPU/2012,Feminino,ISOLADA
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201802,AW829NK0IE/2018,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201802,UZEQ9EF9G6/2018,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201802,4PSC0QD4ZG/2018,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201902,15Q903CJLW/2019,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201902,MIWT9O2S0E/2019,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201902,0KWAINQ5C0/2019,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",201902,NZS60VN2J0/2019,Feminino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",202001,OYB4I0AFZK/2020,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",202001,1W99ROF1NM/2018,Masculino,ISOLADA
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",202101,XZZSIP28XC/2021,Masculino,PGCAP
"CAP368 - Introdução à Teoria de Sistemas Dinâmicos",202301,6I030QV5W4/2023,Feminino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",200703,OMY90FRAV8/2007,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200703,IZL29B0O52/2006,Feminino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",200703,IZL29B0O52/2008,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200703,KCMI0GZ6ZW/2007,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200703,364C0ETWJG/2006,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200703,1J8K9TST7Q/2007,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",200803,0LSJIXHOQ0/2008,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200803,K7LFRYRL02/2008,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200803,7CWB9AHWN2/2007,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",200803,NER0RZFJAY/2008,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200803,P0OZ9MQR7I/2008,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",200803,ZOE30P4W9G/2008,Feminino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",200903,5TMN9FAWTA/2007,Masculino,PGETE
"CAP369 - Testes de Software Baseado em Modelo",200903,U3QR00GTN8/2009,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200903,4GC0RU1JIY/2009,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200903,NAVK90AG92/2009,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200903,NAVK90AG92/2013,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200903,5GL60LX0OC/2009,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",200903,PJK1IRFM3C/2009,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201103,7JW9R3N20Y/2011,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201103,IFHFR5CRDE/2011,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201103,TQ8FRA0K1E/2011,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201203,LKJLRP8BB6/2012,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201303,Y2G4I1TOCW/2013,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201303,301VILTCYW/2013,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201303,YO1CRK6CYI/2013,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201303,YXDGI88D1S/2013,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201303,Z8HAIH1S80/2013,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201403,ZZTLRTZAPU/2014,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201403,532URVGR2I/2012,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201403,3O9OR4QT4Q/2014,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201403,WKAO0VR0KC/2014,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201503,6KLVI29948/2015,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201503,DBA298K5ZQ/2009,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201503,R4D0RQUU9M/2015,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201503,AA0E95X65Y/2015,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201603,S2VIRUBTMY/2001,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201603,W4KQ9G8R86/2013,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201603,8MPCRBS1EI/2016,Feminino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201603,4BMYI5G6F4/2016,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201702,6BEX0F8N7O/2017,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201702,78QF05OWQC/2017,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201803,3M9JI3G7BC/2014,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201803,3M9JI3G7BC/2020,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201803,VXJU0UBT0S/2011,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201803,T2K3R8GQOI/2013,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201803,C7L1IO8WU0/2018,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201803,KCYT986PHQ/2018,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201803,EWTORFJ5A2/2018,Masculino,PGCAP
"CAP369 - Testes de Software Baseado em Modelo",201803,W7KK90SU3Q/2018,Masculino,ISOLADA
"CAP369 - Testes de Software Baseado em Modelo",201803,VM3W9551RA/2018,Masculino,ISOLADA
"CAP370 - Computação Aplicada à Física Ambiental",201102,Z8O599MMXA/2011,Masculino,PGSER
"CAP370 - Computação Aplicada à Física Ambiental",201102,ZDP7IRU8X4/2010,Masculino,ISOLADA
"CAP370 - Computação Aplicada à Física Ambiental",201102,QXN6R5SC4Q/2011,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201302,4D69R9OERM/2012,Feminino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201302,YIDUR2OL7U/2012,Masculino,PGCST
"CAP370 - Computação Aplicada à Física Ambiental",201402,YO1CRK6CYI/2013,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201402,AYMJI56UY0/2014,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201402,YFZDIL1QS8/2014,Masculino,ISOLADA
"CAP370 - Computação Aplicada à Física Ambiental",201502,AW829NK0IE/2015,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201602,HCLPICWINS/2016,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201602,ZZTLRTZAPU/2016,Feminino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201602,7FFMIVKVNK/2016,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201602,9KYZ9XJFY6/2016,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201702,MAHL04YUIS/2016,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",201902,U9XF01QYL0/2010,Masculino,ISOLADA
"CAP370 - Computação Aplicada à Física Ambiental",202002,3M9JI3G7BC/2020,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",202002,TY1VIFFVMW/2020,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",202002,XPX30AAJ04/2020,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",202102,FAFW9GNQNA/2020,Masculino,PGCAP
"CAP370 - Computação Aplicada à Física Ambiental",202302,B949R2QEMA/2023,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,GG6GIW7SJ4/2007,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,H2E4IDUMVK/2007,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,27XO0AZ0XO/2006,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,HHTB9Q3PR2/2006,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,IF4T9GJZ9Q/2007,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,SRQ30A4P5G/2007,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,BL7X07ZEP0/2007,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,ORCK913HIE/2007,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,8OK1IEFZFC/2007,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,AE2PIXN3X4/2007,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,LHWPIR2A54/2007,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,4CG90XB6V8/2007,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,ZDP7IRU8X4/2007,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200702,9QAH9LEYSU/2007,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200802,0LSJIXHOQ0/2008,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200802,9LVJI4W8Y0/2008,Feminino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200802,PGXGIQUUJ4/2008,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200802,DTTFRH81LE/2008,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200802,N3N6RQM44Q/2008,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200802,XG8GIK6U0G/2008,Masculino,PGCAP
"CAP372 - Processamento de Alto Desempenho",200902,YFYFRS9XYQ/2009,Masculino,ISOLADA
"CAP372 - Processamento de Alto Desempenho",200902,598W91KCSM/2009,Masculino,PGCAP
